Narrative,Regrets over past decision/s,Concerned about the meaning of life,Being lonely,Inability to express oneself,Fear of rejection,Trouble making decisions,Physical appearance,Not seeing people,Troubling thoughts about ones future,Not enough personal energy,Concerns about getting ahead,Fear of confrontation,Wasting time
"Today was a typical day at DLSU, filled with the usual daily hassles. Wasting time seemed to be the recurring theme of the day. I found myself waiting in long queues at the cafeteria, only to realize they had run out of my favorite meal. Then, I spent hours searching for a parking spot, only to end up parking far away from my destination. To top it off, I got stuck in a never-ending group discussion, where everyone seemed more interested in digressing than focusing on the task at hand. Wasting time was undoubtedly frustrating, but I managed to make the most of it by catching up on some reading during those waiting periods.",0,0,0,0,0,0,0,0,0,0,0,0,1
"So, today was another typical day at DLSU. I woke up with the intention of being productive, but ended up wasting time scrolling through social media instead. I rushed to get ready and ended up missing my breakfast. As I anxiously sat through traffic, I realized I forgot to bring my umbrella, and got drenched in the pouring rain. Arriving late to class, I struggled to catch up with the professor's lecture. It's frustrating how easily time slips away, causing a domino effect of hassles throughout the day.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today has been quite a hassle-filled day. I woke up late and ended up wasting so much time trying to get ready in a hurry. As if that wasn't enough, I got stuck in traffic on my way to school, wasting more precious minutes. I felt frustrated as I rushed to my first class, realizing that I had forgotten my laptop at home. It's been a day full of time-wasting mishaps, making me realize the importance of better time management.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was such a frustrating day. I woke up late and ended up wasting so much time trying to catch up. As if that wasn't enough, my laptop crashed right when I was about to submit my assignment. I had to spend hours at the computer shop, losing precious time I could have spent studying. It feels like time is slipping away, and I can't help but worry about how I'll manage to stay on top of everything.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today started off with a bang, but quickly turned into a frustrating mess. I woke up late and spent way too much time scrolling mindlessly through social media. By the time I realized how much time I had wasted, I was rushing to get ready for class. I barely made it on time, feeling frazzled and unprepared. It's moments like these that remind me how important it is to manage my time wisely and avoid falling into the trap of wasting precious moments.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today started off with me snoozing my alarm one too many times, wasting precious time that I could have used for a quick breakfast. Rushing to catch the bus, I found myself stuck in traffic, wasting even more time. Finally reaching campus, I realized I left my ID card at home, adding another hassle to my day. Despite these daily time-wasting frustrations, I managed to make the most of my day, determined to learn and accomplish my goals.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today started off with me oversleeping and wasting time getting ready for the day. As if that wasn't bad enough, I ended up getting stuck in traffic on my way to class. It felt like I was wasting precious minutes just sitting there, watching the clock tick away. By the time I finally arrived, I had missed the first few minutes of the lecture. It was frustrating knowing that I could have used that time more productively. Hopefully, the rest of the day will be less wasteful.",0,0,0,0,0,0,0,0,0,0,0,0,1
"So, today started off with me waking up late and rushing to get ready for my morning class. As I hastily grabbed my things, I realized that I couldn't find my ID card. Frantically searching my room, I wasted precious time that I could have used to catch the bus. Eventually, I found it hidden under a pile of clothes. With a sigh of relief, I hurriedly made my way to school, hoping to make it in time for my lecture. Wasting time is such a hassle, but I managed to make it just in the nick of time. What a way to start the day!",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was such a frustrating day. I woke up late and ended up wasting so much time trying to catch up on my missed assignments. Just when I thought I could finally get some work done, my laptop crashed, further delaying my progress. It felt like every little thing was conspiring against me, making me feel overwhelmed and stressed. I hope tomorrow brings less wasted time and more productivity.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was such a hassle! I woke up late and ended up wasting time trying to get ready in a hurry. Then, as luck would have it, the elevator was out of order, so I had to climb six flights of stairs to get to my class. Throughout the day, I found myself constantly distracted, wasting time on social media instead of studying. It's frustrating how easily I get sidetracked. I really need to work on managing my time better to avoid these daily hassles.",0,0,0,0,0,0,0,0,0,0,0,0,1
"So, today was a typical day for me as an undergraduate student at DLSU. I woke up with the intention of being productive, but as always, I ended up wasting so much time scrolling mindlessly on my phone. Before I knew it, hours had flown by, and I found myself rushing to get ready for my morning classes. Wasting time has become such a frustrating habit, and it's something I really need to work on to make the most out of my days.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today has been quite a hassle for me. Wasting time has been a constant struggle. I woke up late and couldn't find my keys, causing me to frantically search for them. Then, I got stuck in traffic on my way to class, wasting precious minutes I could have used for studying. In between classes, I found myself mindlessly scrolling through social media, losing track of time. By the end of the day, I realized I hadn't accomplished much due to my constant distractions. Wasting time truly is a daily hassle that I need to overcome.",0,0,0,0,0,0,0,0,0,0,0,0,1
